title,link,type,text
Schuylkill Yards: The Future of University City,https://philly.curbed.com/2016/3/2/11147980/drexel-unveils-schuylkill-yards-renderings,article,"
<!--
 (function() { var l = function() { new pym.Parent( 'curbed-schuylkill-yards__graphic', '//apps.voxmedia.com/at/curbed-schuylkill-yards/'); }; if(typeof(pym) === 'undefined') { var h = document.getElementsByTagName('head')[0], s = document.createElement('script'); s.type = 'text/javascript'; s.src = 'https://cdnjs.cloudflare.com/ajax/libs/pym/0.4.5/pym.js'; s.onload = l; h.appendChild(s); } else { l(); } })();
// -->
In a flashy press conference this afternoon held in a tent on One Drexel Plaza, Drexel University announced its 20-year plan for Schuylkill Yards, a $3.5 billion and 14-acre  project that will aim to transform West Philadelphia into a leading innovation hub of the region.Drexel president John Fry announced that Brandywine Realty Trust will be the developer of the master plan. The development company has long had a stake in University City as the developers of the Cira Center, the EVO building, and the up-and-coming FMC Tower.Fry described Schuylkill Yards as a ""new neighborhood based on innovation"" with ""world-class, open space in the tradition of the public square of Philadelphia.""The master design reveals multiple public spaces, each with their own distinct characteristics. A 1.3-acre plot—currently a parking lot at One Drexel Plaza—will become an elliptical lawn and the center of activity at Schuylkill Yards. NY-based SHOP Architects and West 8 landscape architecture firm have designed the master sites.Eight new high-rise sites will also be part of Schuylkill Yards, a mix of a laboratories, hotels, retails, residential units, and offices. NY-based Gotham Organization, Inc. will lead the residential development, and Longfellow Real Estate Partners will take on the Life Sciences component.In addition, the historic Bulletin Building, designed by architect George Howe, will undergo exterior renovations that will include a dynamic front screen along the east facade facing the elliptical green space.Brandywine Realty Trust president Jerry Sweeney said, ""This is not a corporate campus. It's a fully-engaged ecosystem.""Though the Schuylkill Yards timeline involves a 20-year buildout, it is expected to begin construction as soon as possible—starting with Drexel Park, a 1.3-acre park at 30th and Market Streets later this year.This is not a corporate campus. It will be a fully-engaged ecosystem.""We expect to deliver phase 1 several years from now,"" said Sweeney.Fry noted that they will be actively partnering with local businesses and unions, as well as maximize hiring of local residents. It's expected to create 10,000 construction jobs and 15,000 employees and residents.""This is a game changer—not just for Philadelphia,"" said state Senator Vincent Hughes. ""The innovation that happens inside Schuylkill Yards will have an impact internationally."" 
<!--
 (function() { var l = function() { new pym.Parent( 'curbed-schuylkill-yards-2__graphic', '//apps.voxmedia.com/at/curbed-schuylkill-yards-2/'); }; if(typeof(pym) === 'undefined') { var h = document.getElementsByTagName('head')[0], s = document.createElement('script'); s.type = 'text/javascript'; s.src = 'https://cdnjs.cloudflare.com/ajax/libs/pym/0.4.5/pym.js'; s.onload = l; h.appendChild(s); } else { l(); } })();
// -->
"
Design Within Reach is Coming Back to Philly,https://philly.curbed.com/2016/3/2/11145684/design-within-reach-to-join-east-market-development,article,"Rejoice, midcentury modern design lovers! After closing its doors in 2010, Design Within Reach is opening again in Philly, this time in the East Market multi-use development on Broad Street.The modern design store was formerly located on Walnut Street, but closed in 2010. Its new location will be at the corner of 11th and Ludlow streets. East Market's design calls for Ludlow Street to be lined with more artisanal shops, boutiques, and restaurants, while Market Street will be reserved for ""major thoroughfare and digital signage,"" according to the press release.NYC-based architecture firm D Form A (DFA) and Light Studio LA are behind the designs of the studio, which will be 15,000 square feet—five times the size of their former location on Walnut Street, according to DWR president John McPhee.Design Within Reach plans to open early 2017, while the first phase of East Market is expected to be complete that spring."
Townhouse Development Planned for South Kensington,https://philly.curbed.com/2016/3/2/11145746/south-square-development-planned-for-south-kensington,article,"Fishtown development continues to boom, but its next door neighbor South Kensington shows no signs of slowing down either. We just received word from MGC Real Estate Group that another batch of townhomes are set to break ground immediately in the burgeoning neighborhood.Yesterday AGA Developers (the same folks behind Trenton Stables and Frankford Square in Fishtown) settled a property at 182-188 W. Berks Street in South Kensington that's currently a car lot. The development, dubbed South Square, will include 17 townhomes and two triplexes, which will each have a commercial space.Each townhome will feature a driveway with two parking spaces, a roof deck, three bedrooms, and 2.5 bathrooms. They'll have 9-foot ceilings, hardwood floors, L-shaped kitchens, finished basements, and balconies off the master bedrooms.The starting price of the townhomes will be about $450,000.Leigh Calarco of MGC Real Estate Group says the Harman Deutsch-designed project will be built in four phases, with the first one scheduled to be completed in August."
Design Committee Shelves Blatstein Mega-Project,https://philly.curbed.com/2016/3/2/11144026/civic-design-review-bart-blatstein-south-broad-project,article,"At yesterday's nearly five-hour-long Civic Design Review meeting—a record, the committee noted—Bart Blatstein's mega-development proposed for South Broad Street and Washington Avenue was tabled, with the request that he address some of their design concerns in a follow-up meeting.The massive project is 2.5 years in the making, with Blatstein noting that yesterday's review was the 40th meeting on the development. That's not entirely surprising, given the magnitude of the 195,694-square-foot project that features a 34-story residential tower, 66,000 square feet of European-style retail on the fourth level dubbed ""The Village,"" and 620 parking spaces.The project has come under fire with local neighborhood associations, including a community meeting last week, where reportedly a majority of residents in attendance were against the mega-development. (Notably, only three local residents showed up at yesterday's design meeting.)Design committee members were most concerned with the commercial space being on the fourth floor above three parking levels. Member and local architect Cecil Baker asked, ""With this vision of a French village, the issue is, how do you get to it? Is there a way to make a way that's perceptible from the street, where things occur on the journey to the village?""Blatstein, who repeatedly throughout his presentation noted his success with the Piazza in Northern Liberties, said he would be open to designing a more transparent and transformative pathway to the Village.The design committee also suggested rearranging the tower to be aligned North-to-South in order to address shading concerns poised by residents; moving at least one level of parking below grade; and reconsidering the material that will shield the parking from the street.""This project will be a great asset—once it's done and with proper design and execution,"" said committee member Nancy Rogo Trainer.The committee also reviewed four other projects at the meeting. Here's the low-down on all of them:1950 E. Logan StreetThis mixed-use project will include 111 residential units, 2 ground-floor commercial spaces, 45 parking spaces, and 45 bike spaces. Developed by Tevel Management and designed by CKG Architects, the current site is a vacant industrial warehouse near LaSalle university.The committee's main concerns involved the building's transparency. The design calls for an 8-foot fence surrounding the property, given the ""scary"" location. The committee suggested designing a more welcoming entrance and reconsidering the tall fence in order to make it a more safe and welcoming environment.The committee voted for the developers and designers to resubmit their proposal.6501 New State RoadThis proposal is for the MaST II Community Charter School-Tacony Campus. It sits along the Delaware River and is the former site of two major industrial companies, Dodge Steel Works and Tacony Iron Works. The project includes two school buildings connected by an elevated bridge, as well as softball/baseball and soccer fields.The committee voted to conclude the design process of the project, and suggested incorporating more sustainable aspects.1222 N. 2nd StreetThis live-work residential development sits across the street from the Liberty Square development. Designed by Harman-Deustch Architecture, the proposal calls for 60-some dwelling units, 7,206-square-feet of commercial space, 10 live-work units, 56 parking spaces, and 26 bike spaces.The committee noted their concern with the project's density—92 percent of the lot will be built upon. They also noted the development's lack of landscape, commenting that the the open space proposed looked like an afterthought.They voted for the developers and design committee to resubmit their proposal.5364 Jackson StreetThis proposal will demolish the now-vacant Saint Bartholomew School and build a LifeCenter and elder care residences. Designed by Blackney Hayes Architects, the project calls for 144 residential units, a 15,000-square-foot LifeCenter, 24 parking spaces, and 14 bike spaces.The committee voted unanimously to conclude the design process for the project, which will be built in three phases. "
$16M Plaza Allegheny Project is Coming to Fairhill,https://philly.curbed.com/2016/2/29/11132882/fairhill-plaza-allegheny-center-groundbreaking,article,"A large swath of land comprised of mostly junk yards is poised to become a large mixed-use, retail shopping center in the Fairhill neighborhood of North Philly. Dubbed Plaza Allegheny, construction on the nine-acre site at 400 West Allegheny Avenue will begin at tomorrow's groundbreaking ceremony, the Mayor Jim Kenney's office announced today in a press release.The $16 million Plaza Allegheny will be a 85,000-square-foot retail shopping center and bring 140 jobs to the neighborhood, which at one point was a bustling manufacturing area and home to a predominantly Latino community. As factories began to shut down, the Fairhill turned into a string of vacant lots and junk yards.According to a retail brochure for Plaza Allegheny, the center is expected to deliver in April 2016. The following retailers are currently on board: Save a Lot, Advance Auto Parts, Little Caeser's, Dunkin Donuts, and Subway.The groundbreaking ceremony is scheduled to begin at 1:30 p.m. on March 1 at 3100 N. 2nd Street.



 Grid View















Plaza Allegheny at 400 W. Allegheny Avenue





















































"
West Philly High School Apartments Ready in 2017,https://philly.curbed.com/2016/2/26/11119118/west-philadelphia-high-school-apartments-on-track-for-2017,article,"The first half of apartments at the former West Philadelphia High School should be ready for residents in a year, according to the developer who gave locals an update on the project at last night's Walnut Hill Community meeting.Andrew Bank of Brooklyn-based Strong Place Partners told residents that interior demolition of half of the historic property was completed in the summer. And despite running into ""some things we didn't expect""—the school experienced vandalism and theft during the demo phase—the plan is to continue construction so that the first half of apartments can be move-in ready in 2017.The update comes after the announcement earlier this month that the project received a $24 million loan. Although Bank proposed turning the 442,200-square-foot property into 268 apartments back in 2012, it took awhile for the loan to come through given that it was the developer's first Philly project.At a June 2015 meeting, Bank told Garden Court residents that the first phase of the project would include 130 apartments, followed by construction on the center and western half of the building, which will have another 150 units. Commercial space is also planned along Locust Street.A 2014 document with the City of Philadelphia's Office of Economic Opportunity reveals that the gyms and auditoriums will be rehabbed at a later phase and used for commercial space as tenants come through. It also says that resident amenities will include a gym, game room, laundry rooms, and a marketing office."
Hanover North Broad Celebrates Groundbreaking,https://philly.curbed.com/2016/2/24/11105266/hanover-north-broad-development-groundbreaking,article,"It's been nearly four years in the making, but a major development that aims to serve as a catalyst for North Broad Street's growth is finally under construction. Hanover North Broad, a multi-use development on North Broad and Callowhill Streets, officially broke ground this morning.""This is going to be a first-class project,"" said Mayor Jim Kenney at the groundbreaking—his first since taking office in January.The project, which technically already began construction in December, is a joint venture between Parkway Corporation and Hanover Company. Parkway's president Robert Zuritsky began meeting with Hanover's Adam Harbin about four years ago, showing Harbin various properties throughout the city. Ultimately, Hanover chose the North Broad Street site, two corners on Broad and Callowhill Streets just north of City Hall.""It really was the site we fell in love with,"" said Harbin. ""It has the opportunity to be transformative.""The development will include two six-story apartment buildings across the street from one another, serving as a gateway to the rest of North Broad. The larger building on the southwest corner will house 229 studio, one-, and two-bedroom apartments, as well as 11,000-square-feet of retail space. The other building will include 110 units and 6,000-square-feet of retail.Both buildings will have public parking garages, bike spaces, interior courtyards, and access to a private clubhouse with a fitness center, screening room, and business center.Zuritsky, who declined to divulge the total cost of the project, said construction should be complete in 18 months."
Bart Blatstein Blasts Critiques of Waterfront Development,https://philly.curbed.com/2016/2/19/11079958/bart-blatstein-blasts-inga-saffrons-critique-of-waterfront-development,article,"Developer Bart Blatstein has responded to critiques of his proposed waterfront development in a letter to the Philadelphia Inquirer in which he says Inga Saffron is living in a ""fantasy land"" and assures his ability to do mixed-use development.He writes:Blatstein's proposed project is on the former Foxwoods site along the Delaware waterfront. It would include 670 residential apartments and townhouses, as well as a strip mall and gas station.Saffron's recent column about Blatstein's projects called the Foxwoods plan ""out of date"" and ""slapdash.""But Saffron isn't the only critic. An online petition has been circulating to halt the project, calling it a threat to the progress made on the Delaware Riverfront Master Plan. It currently has 863 signatures of the 1,000 needed.You can read Blatstein's full letter here.· Letter: Blatstein's vision to develop South Philly riverfront [PI]· Petition Calls to Halt Bart Blatstein's Waterfront Development [Curbed Philly]"
"Ex-Deputy Mayor Alan Greenberger Talks Philly Development Boom, New Drexel Gig",https://philly.curbed.com/2016/2/18/11080260/former-deputy-mayor-alan-greenberger-reflects-on-new-drexel-job-why,article,"Last week Drexel University announced that Alan Greenberger, former deputy mayor, will join its faculty as a Distinguished Teaching Professor in the department of architecture and interiors and a Distinguished Visiting Fellow in the Lindy Institute for Urban Innovation.Before he officially starts on April 1, we caught up with Greenberger to chat about his seven-year tenure with the Nutter administration, his most and least favorite projects that were built under his watch, and what Philly neighborhood still has his heart.Congratulations on your new role at Drexel. When and why did you decide to take on this position? Well I just thought that after a pretty long career in architecture and then what felt like a equivalently long career in public life—7 years, that's like dog years!—I felt like the thing to do while I'm still coherent is try to share experience and knowledge with young people.It's kind of my last gig probably and I thought it would be really rewarding. It's also just nice being around young minds and the excitement about their future. I taught before and always liked it—so it seemed like the logical next step.You played such an integral role in the development boom during the Nutter administration. What are you most proud of accomplishing during your tenure? Well, we got some very big things done. The zoning code was rewritten, we've embarked and completed two thirds of comprehensive plan of the whole city. We got the two most difficult important projects to get done, the Divine Lorraine, and the Gallery, initiated. So they're under construction. 







Divine Lorraine. Rendering via EB Realty ManagementAnd at a kind of more business evolution level, we've had [...] quite a recovery since the recession. We've got a budding entrepreneurial community. And we've gained international status with the World Heritage City recognition—all huge things we were able to get done. I think a part of me said, ""Look this is great—get out while you can.""Now that you're not in public office, what projects are you looking forward to watching as a private citizen? Well I'm real interested in seeing the two waterfronts develop. I spent a lot of time on both of them, particularly the Delaware River. There's a lot of development to come and to make sure all the right things happen. We had developed and initiated the plan for lower Schuylkill over the next 20 years and I'm excited to see things happening there. I'll be watching those very carefully. But really, there's resurgences happening all over the city—there's certainly a ton of tower cranes.You're right. If you look at the skyline from South Street Bridge, it's just all cranes. I think it's not just the fact of the building boom. I think the entire design ethos of the city has gone up in general. I don't think every building is a winner or extraordinary piece of architecture. But I think as a whole, the design character of the city has gone up and I'm especially proud of that. 







Photo by Melissa RomeroAre there any projects that you look back now and think, ""Hey, maybe that could have gone another way""?I mean inevitably there are always some projects that I've thought, ""I missed understanding what that one was about."" But honestly there aren't that many of them. I sometimes wonder with some development projects around town whether I should have injected myself into more architectural critique. As an architect, I really felt strongly about that, but that's not my job. My job was to protect public realm. I wasn't there to be someone's architect. I tried really hard to stay focused on what our job was: to make sure buildings respond to public in the right way. 







Hill Field. Rendering by Bohlin Cywinski JacksonAs an architect, what are some of your favorite buildings in Philly? The Barnes is a spectacular building. And our institutions continue to really excel, the new dorm that's being build at Penn—Hill Field—is a very accomplished piece of architecture.Many of more developer-oriented projects, I wouldn't say they're A-plus architecture, but good solid B-pluses. With 2116 chestnut, there was a lot of negotiating with neighborhoods, working with architects on how to best position the tower. Now, it's a very handsome building. I don't think it's design award-winning, but it's a handsome urban building.Speaking of working with neighborhoods, what are your thoughts on how the civic process has changed in terms of neighborhood associations working with developers? I think the City Planning Commission staff spends a lot of time on process and working with communities. It's tortuous work, but this is important to do. We live in an era when public process and ability of people to speak about projects is enormous because of technology. Some of it is coo-coo talk, but a lot of it is really intelligent commentary.Even if you disagree and do something else, but they know you heard them, and they knew you took it seriously, that builds a better stronger community. And I think that most developers would prefer to do projects that communities around them actually like.What's your favorite neighborhood in Philly? I love East Mt. Airy, but I spent 16 years in West Philly and I still have a real place in my heart for it. I say that without being too Polyannaish about it. But we raised our children there, and we started out there.We actually were somewhat sad to move on. We started on the block as the youngest couple, and by the time we moved, everyone was having babies and growing up, and we thought hey, time to do something else."
Live-Work Development Planned for Olde Kensington,https://philly.curbed.com/2016/2/18/11080290/1222-n-2nd-street-renderings,article,"Renderings of a mixed-use project in Olde Kensington were revealed yesterday in advance of the Civic Design Review meeting in March. The five-story development is nowhere near as large as the proposed Blatstein project on South Broad, but given its size of 24,373 square feet it's required to undergo the CDR process. The proposed project at 1222 N. 2nd Street, designed by Harman Deutsch Architects and being developed by Blackstone Development, consists of eight loft-style, live-work spaces on the first floor, as well as commercial space. The rest of the floors are dedicated to 78 apartments, a mix of studio, 1-, and 2-bedroom units each with their own balconies. The renderings reveal that the fourth floor will feature a green roof terrace. A parking garage with 50-plus spaces and 29 bike spaces is also included in the proposal. Currently, the property is zoned industrial, which means in addition to the CDR meeting on March 1 the project will have to be rezoned for mixed-use.  







 







 







 







Proposed first floor. 







Proposed fourth floor. 







Typical 1- and 2-bedroom floorplans.Harman Deustch also designed of the ""Techadelphia"" project on 1525-27 N. American Street in East Kensington. Earlier this week the Philadelphia Planning Commission voted in favor of recommending a zoning variance for the mixed-use project. · 1222 N. 2nd Street [CDR]"
New Renderings Show Just How Huge Blatstein's South Broad Project Really Is,https://philly.curbed.com/2016/2/17/11080508/bart-blatstein-south-broad-mega-development,article," New renderings have been posted of Bart Blatstein's proposed mega-development on South Broad Street a few weeks ahead of the Civic Design Meeting on March 1. And while we already knew the project would be big, the renderings reveal just how truly massive it's going to look along the up-and-coming  boulevard.Here's the project summary: Located on the corner of South Broad Street and Washington Avenue, the proposed 4.4-acre site will be approximately 1,800,000 square feet of retail and residential. The 371-foot-high building will need zoning variances for roof decks for non-residential use and a parking garage.Last week, Philadelphia Inquirer architecture critic Inga Saffron wrote about Blatstein's proposed development, calling it ""worrisome"" for the surrounding neighborhood and a ""dorm for grown-ups.""The development will go to the Civic Design Review on March 1.· 1001 S. Broad Street [CDR]· Blatstein seeks zoning variance for South Broad Mega-Development [Curbed Philly]"
Francisville Faces New Zoning Map for 'Workforce Housing',https://philly.curbed.com/2016/2/17/11080566/francisville-zoning-map,article,"At yesterday's meeting, the City Planning Commission voted to table a zoning bill that would remap a swath of land in Francisville to allow single-family use and more workforce housing. The area in question is bound by Ridge Avenue, 16th Street, Ogden Street, 15th Street, Poplar Street, Carlisle Street, and Brown Street.The zoning bill was proposed by Council President Darrell Clarke on January 21. It's part of his efforts to bring more workforce housing to the neighborhood. A representative of his office explained that those who do not qualify for affordable housing, but can't afford the high-end housing going up in the neighborhood would essentially be eligible for workforce housing.Various residents of Francisville urged the commission to table the bill, stating that they were unaware of the proposal until last Friday. Penelope Childs, executive director of the Francisville Neighborhood Development Corporation, said, ""While we're 100 percent in support of economic diversity and creative vibrancy in this neighborhood, we don't see why this section needs to be rezoned. It is not allowing for proper community process.""An architect also involved with designing a six-parcel development in the mapped area said he was under the assumption that he was working under the original zoning map and was not aware of the proposed changes until Friday.The planning commission voted to request an extra 45 days until they take action on the bill.They also approved two zoning variances for separate projects. 1525-27 North American Street, a mixed-use project in South Kensington, and the 3675 Market Street office tower.In regards to parking with 3675 Market Street, representatives said they had worked out an agreement with the owners of two parking lots on 38th and Filbert to use 34 parking spaces. While this would be temporary, Wexford would be obligated to transfer the spots if they were to develop the parcels."
"Bok Building Plans Dog Park, Day Care, & Rooftop Restaurant",https://philly.curbed.com/2016/2/10/10959268/bok-building-rooftop-restaurant-dog-park-daycare,article,"It's been seven months and five days since Lindsey Scannapieco was handed the keys to the historic Edward W. Bok Vocational School in East Passyunk. And in that time, she and her team have hosted a rooftop pop-up bar and leased out the entire first floor to fashion designers, photographers, hat makers, even electrical engineers. Now on the Bok Building's long to-do list? Turn the pop-up bar into a permanent restaurant on the 16,000-square-foot roof, open a dog park, bring in a daycare, and begin leasing out the rest of the seven floors of the E-shaped building. All of that seems more likely after last night's East Passyunk Crossing Civic Association's zoning meeting, where residents voted 36 to 6 in favor of the Bok Building's application for a liquor license. In her presentation, Scannapieco said, ""Affordability is key for this to work. It's about balance, and having this commercial component is key."" Running the behemoth of a building isn't cheap: Utilities cost $10,000 month and the occupancy rate comes with a $1 million annual price tag. Scannapieco says the proposed 45-seat restaurant and 359-person seasonal bar is a feasible way to offset those costs and allow tenants to continue to afford the low costs. Renting a space in the building averages around $12-$13 per square foot.  







The Bok Building rents out working spaces to artists, engineers, and soon, a daycare. Photo by Michael PersicoThe community's overall support of the liquor license, however, didn't come without critiques. Various residents spoke of last summer's parking nightmares, long and loud lines on the sidewalk, and inebriated people walking the streets. Building an underground parking lot is a few years down the road, but the Scannapieco says the Bok Building has worked out an agreement with next door's Southwark school to park in its 48-space lot during restaurant hours for $10. All proceeds will go to Southwark. In addition, a 23-foot-long pull-off lane for Ubers and taxis was proposed for Mifflin Street, to help eliminate traffic congestion. There will also be a 20-person line limit outside of the building—local residents in the 19147 and 19148 zip codes will be able to skip the line entirely. The liquor license can still be appealed, but if all goes to plan, the restaurant will open in June. The dog park, which was able to be built by right, will open on Sunday, February 28. · Philly's Best New Rooftop Hangout is in This Shuttered School [Curbed Philly]· Young Gun Scannapieco Aims to Bring Bok Back to Life [Curbed Philly]· Rooftop Views from Shuttered Bok Building Are Glorious [Curbed Philly]· Meet Lindsey Scannapieco: Philly Developer and Young Gun [Curbed Philly]"
Petition Calls to Halt Bart Blatstein's Waterfront Development,https://philly.curbed.com/2016/2/8/10940610/bart-blatstein-foxwoods-development-petition,article,"The Delaware waterfront has seen an immense amount of growth over the years, with multiple pier parks, bike-and pedestrian-friendly trails, and plenty of green spaces. But a developer's plans to bring residential units, a gas station, and strip mall to the former Foxwoods site in South Philly is drawing ire among residents and has led to a petition calling to stop the project.Bart Blatstein, who is also behind the proposed mega-development at South Broad and Washington, purchased this site in 2014 after plans for a Foxwoods casino fell through. Property reported in January about Blatstein's current plans to develop the site for 670 apartments and townhouses, and retail, including a Wawa and Aldi.As recently as last week, Blatstein told Philadelphia Inquirer that there were still plans to be worked out. The petition went up this morning and currently has 150-some signatures. It's calling for the plans for the ""suburban development"" to be revised to be more in line with the master plan for the Delaware Waterfront.· Is Blatstein Planning a Residential and Retail Complex at Former Foxwoods Site?[Property]· Blatstein plan for old Foxwoods tract includes gas station, strip mall[PI]"
Historic West Philadelphia High School to Become Apartments,https://philly.curbed.com/2016/2/8/10940706/historic-west-philadelphia-high-school-to-become-apartments,article,"A historic high school in West Philadelphia will be converted into an apartment building, according to multiple reports. It was announced on Friday that a Brooklyn-based developer, Heights Advisors, had acquired $24 million to redevelop the four-story West Philadelphia High School into 268 apartment units. Located on 4700 Walnut Street, the late Gothic revival high school was built in 1912 and shuttered in 2011. Students moved to another, newer building a few blocks away, while the former school, which is listed on the National Register of Historic Places, sat abandoned for years. The construction loan was a long time coming, since this will be the developers' first project in Philadelphia. According to the Height Advisors website, the rehabilitation project on the 442,200-square-foot building won't begin until 2017. · Brooklyn firm to develop former West Philly High building as apartments[PI]"
The Beacon Begins Construction at 16th and Walnut,https://philly.curbed.com/2016/2/5/10941128/pearl-properties-the-beacon-building,article,"Pearl Properties have somewhat quietly started construction on a 14-story residential tower, unbeknownst to community stakeholders and civic groups. The building, dubbed the Beacon, sits at 1533 Walnut Street and surpassed the Civic Design Review, the need for zoning variances, or meetings with neighborhood associations by conforming to the site's zoning, Philadelphia Inquirer architecture critic Inga Saffron reports. Designed by DAS Architects, the Beacon is less than 100,000 square feet, which allows it to bypass the Civic Design Review. And while not officially historic and therefore not required, the designers and developers have even managed to incorporate much of the building's 1927 architectural details into the new design. Saffron writes:  







 







The rest of the building will be reserved for 100 apartment units, Property Mag reports. Amenities include a fitness center, roof deck, movie room, and club room. · A stealth Center City tower that gets it right [PI]· The Beacon to bring 100 apartments, roof deck, and Under Armour to Walnut St[Property Mag]"
Blatstein Seeks Zoning Variance for South Broad Megaproject,https://philly.curbed.com/2016/2/4/10941900/bart-blatstein-south-broad-mega-development,article,"Looks like Bart Blatstein's plans for a mega-development at S. Broad Street and Washington Avenue are finally forging ahead. Plan Philly reports that an appeal has been posted to the Department of Licenses and Inspections for the developer's mixed-use project, which was first proposed in 2014. The appeal requests a permit to build, well, quite a lot:· A 371-foot-high building for commercial and residential use with roof decks· Parking garage from the first to third floors with 882 spaces and 357 bicycle spaces· 80 visitor accommodations from the 1st and 9th floors· A hotel lobby on the 1st floor and hotel on the 4th· 11 retail and commercial spaces· 944 multi-family unitsTold you it was massive. The proposal is expected to go to the Civic Design Review and Planning Commission next month.· Blatstein seeks zoning variances at Broad & Washington [PP]· Blatstein Plans Soaring 33-Story Complex on South Broad [Curbed Philly]"
Plans for Callowhill Mixed-Use Development 'Just Not There',https://philly.curbed.com/2016/2/3/10942314/900-934-callowhill-development,article,"Plans for a major mixed-use development at 9th and Callowhill streets were called ""unresolved"" and ""amateurish"" at yesterday's Civic Design Review meeting, leading the committee to vote for the developers to present revised plans at a later date. The development at 900-934 Callowhill Street calls for 146 residential units, 79 underground parking spaces, 49 bicycle parking spaces, and about 14,186 square feet of commercial space.""These plans scare me,"" said committee member and local architect Cecil Baker. He went on to note a number of red flags, including ""no consideration to ADA standards."" 







While the courtyard entries were called ""pleasant,"" the committee went on to point out some flaws in the design, including the fact that the living rooms had no windows. In addition, the 4-foot-wide sidewalks in the center courtyard would need to be at least 6 feet to be ADA compliant. 







Developer Wing Lee Investment, LP and architects TC Lei Associates are behind the project, which is proposed as a 6-story, 65-foot building bound by Callowhill, 9th Street, Ridge Avenue, and Carlton Street. Currently, the .8-acre site is a mix of industrial uses and vacant land. Given its proposed maximum height, no zoning variances are needed for the development. 







Vernon Lei, representing TC Lei Associates, said the project will be completed in phases, with the underground parking being the first. Construction of the core structure would follow.Although the developers hoped to break ground this spring, the design committee's request for them to present revised plans at a later date may push the project's timeline back.""It's just nowhere near what can be built,"" said Baker.· 900-934 Callowhill Street [CDR]· Almost 150 new apartments and fresh retail spaces proposed for callowhill complex [FKM]"
3675 Market Gets the OK from Civic Design Review,https://philly.curbed.com/2016/2/3/10942340/3675-market-renderings-civic-design-review,article,"Designs for 3675 Market Street, a 14-story tower designed by New York-based ZGF Architects, were lauded yesterday at the Civic Design Review meeting. Renderings of the first major project of the redevelopment plans for the University City High School ""superblock"" revealed a glassy facade, reminiscent of other towers that have staked their claim in the neighborhood, from the EVO building at 2930 Chestnut and the forthcoming FMC Tower. 







3675 Market, looking at the northwest corner.The base of the building will be made of jet mist stone, which architect David Hess said is also used on other structures in Philly, including the National Museum of American Jewish History. In a recent column, Philadelphia Inquirer's architecture critic Inga Saffron wrote, ""The kickoff building [..] is a boxy glass box, saved from pure banality only by a pop-out bay that grabs the facade like a clamp.""  







3675 Market, looking west.Still, the Civic Design Review committee applauded the designs for their attractiveness and high quality, and voted to conclude the CDR process. All 321,801 square feet of 3675 Market will serve as a retail, business, office, research, and development space. Not included in the application, however, were plans for the public space that is being designed by Philly landscape architecture firm Olin. Hess said those designs will be part of a separate process.· 3675 Market Street [CDR] · University City reinvents itself - again - with apartments, offices and shops [PI]"
Hyatt Centric Hotel Still Not Definite for Little Pete's Site,https://philly.curbed.com/2016/2/1/10887230/hyatt-centric-hotel-not-definite,article,"Thanks to a tip from a Curbed reader, word on the street is that a Hyatt Centric may no longer be in the works for 1602 Chancellor Street. Last week we wrote about all of the major hotel projects in the works for Philly, which included the Hyatt planned for a site that currently includes a parking garage and Little Pete's. But after a reader wrote that ""Rumor is hyatt pulled out of hyatt centric project,"" we checked in with Hyatt to find out more. A representative told us that they could not comment on potential projects until they have signed definitive agreements,and  ""at this time we have not entered into any definitive agreements for a new project in Philadelphia.""So there you go. Previously, the plans for this site included a Hudson Hotel. But in October 2015, it was announced that a Hyatt Centric would be built instead. We'll update when we know more about the future of this project. ·Proposed $125M boutique Rittenhouse area hotel ditched for Hyatt [PBJ]·Map: Major hotel projects to watch in Philadelphia [Curbed Philly]"
"Toll Brothers to Demo Society Hill Playhouse, Build Apartments",https://philly.curbed.com/2016/1/29/10871792/toll-brothers-apartments-society-hill-playhouse,article,"Well that was quick. Within a week of the announcement that Society Hill Playhouse would close on April 1, plans to demolish the theater and build apartments are in the works, according to multiple reports. While the demolition was likely, initially we reported that the Toll Brothers had plans to build condominiums on the site. Now, apparently, the condos will become apartments, with no parking, according to Plan Philly. Jared Brey writes: The new proposal plans for 20 apartment units with no parking. The building will be 38 feet tall, which is the block's height limit. This allows the Toll Brothers to move forward with the by-right project without any zoning variances. Sandy Smith of Property reports, ""The buildings will contain a mix of one- and two-bedroom units, all with terraces, and Toll is still considering the possibility of some units having roof decks.""A Toll Brothers representative told us they had no further comments at this time. · Toll Brothers to demolish Society Hill Playhouse [PlanPhilly]· Toll Brothers to build apartments on Society Hill Playhouse site [Property]"
